QualifiedName,ModifiedName,CBO,DIT,WMC,LCOM,LOC
org.apache.pdfbox.filter.DecodeOptions,org/apache/pdfbox/filter/DecodeOptions.java-2.0.31,0,0,13,0.9,11
org.apache.pdfbox.filter.DecodeResult,org/apache/pdfbox/filter/DecodeResult.java-2.0.31,2,0,5,0.75,16
org.apache.pdfbox.filter.Filter,org/apache/pdfbox/filter/Filter.java-2.0.31,5,0,13,0,137
org.apache.pdfbox.filter.FilterFactory,org/apache/pdfbox/filter/FilterFactory.java-2.0.31,12,0,3,0,201
org.apache.pdfbox.filter.FlateFilter,org/apache/pdfbox/filter/FlateFilter.java-2.0.31,1,1,0,0,253
org.apache.pdfbox.filter.IdentityFilter,org/apache/pdfbox/filter/IdentityFilter.java-2.0.31,0,1,0,0,653
org.apache.pdfbox.filter.JBIG2Filter,org/apache/pdfbox/filter/JBIG2Filter.java-2.0.31,1,1,2,0,22
org.apache.pdfbox.filter.JPXFilter,org/apache/pdfbox/filter/JPXFilter.java-2.0.31,1,1,0,0,26
org.apache.pdfbox.filter.LZWFilter,org/apache/pdfbox/filter/LZWFilter.java-2.0.31,1,1,5,0,28
org.apache.pdfbox.filter.MissingImageReaderException,org/apache/pdfbox/filter/MissingImageReaderException.java-2.0.31,0,0,0,0,33
org.apache.pdfbox.filter.Predictor,org/apache/pdfbox/filter/Predictor.java-2.0.31,0,0,35,0,34
org.apache.pdfbox.filter.RunLengthDecodeFilter,org/apache/pdfbox/filter/RunLengthDecodeFilter.java-2.0.31,1,1,0,0,45
org.apache.pdfbox.filter.TIFFExtension,org/apache/pdfbox/filter/TIFFExtension.java-2.0.31,0,1,0,0,56
org.apache.pdfbox.io.IOUtils,org/apache/pdfbox/io/IOUtils.java-2.0.31,0,0,1,0,61
org.apache.pdfbox.io.MemoryUsageSetting,org/apache/pdfbox/io/MemoryUsageSetting.java-2.0.31,0,0,26,0.643,65
org.apache.pdfbox.io.RandomAccess,org/apache/pdfbox/io/RandomAccess.java-2.0.31,0,1,0,0,70
org.apache.pdfbox.io.RandomAccessBuffer,org/apache/pdfbox/io/RandomAccessBuffer.java-2.0.31,0,0,55,0.486,153
org.apache.pdfbox.io.RandomAccessBufferedFileInputStream,org/apache/pdfbox/io/RandomAccessBufferedFileInputStream.java-2.0.31,1,0,33,0.833,661
org.apache.pdfbox.io.RandomAccessFile,org/apache/pdfbox/io/RandomAccessFile.java-2.0.31,0,0,20,0,2
org.apache.pdfbox.io.RandomAccessInputStream,org/apache/pdfbox/io/RandomAccessInputStream.java-2.0.31,2,0,11,0.333,3
org.apache.pdfbox.io.RandomAccessOutputStream,org/apache/pdfbox/io/RandomAccessOutputStream.java-2.0.31,1,0,4,0,16
org.apache.pdfbox.io.RandomAccessRead,org/apache/pdfbox/io/RandomAccessRead.java-2.0.31,0,1,12,0,17
org.apache.pdfbox.io.RandomAccessWrite,org/apache/pdfbox/io/RandomAccessWrite.java-2.0.31,0,1,4,0,18
org.apache.pdfbox.io.ScratchFile,org/apache/pdfbox/io/ScratchFile.java-2.0.31,4,0,62,0.768,35
org.apache.pdfbox.io.ScratchFileBuffer,org/apache/pdfbox/io/ScratchFileBuffer.java-2.0.31,1,0,51,0.575,38
org.apache.pdfbox.io.SequentialRead,org/apache/pdfbox/io/SequentialRead.java-2.0.31,0,1,3,0,47
org.apache.pdfbox.multipdf.LayerUtility,org/apache/pdfbox/multipdf/LayerUtility.java-2.0.31,18,0,15,0.75,122
org.apache.pdfbox.multipdf.Overlay,org/apache/pdfbox/multipdf/Overlay.java-2.0.31,12,0,68,0.878,144
org.apache.pdfbox.multipdf.PDFCloneUtility,org/apache/pdfbox/multipdf/PDFCloneUtility.java-2.0.31,10,0,20,0.75,161
org.apache.pdfbox.multipdf.PDFMergerUtility,org/apache/pdfbox/multipdf/PDFMergerUtility.java-2.0.31,40,0,194,0.882,677
org.apache.pdfbox.multipdf.PageExtractor,org/apache/pdfbox/multipdf/PageExtractor.java-2.0.31,6,0,10,0.625,2
org.apache.pdfbox.multipdf.Splitter,org/apache/pdfbox/multipdf/Splitter.java-2.0.31,25,0,59,0.875,15
org.apache.pdfbox.pdfparser.BaseParser,org/apache/pdfbox/pdfparser/BaseParser.java-2.0.31,15,0,195,0.942,27
org.apache.pdfbox.pdfparser.COSParser,org/apache/pdfbox/pdfparser/COSParser.java-2.0.31,24,1,340,0.939,40
org.apache.pdfbox.pdfparser.EndstreamOutputStream,org/apache/pdfbox/pdfparser/EndstreamOutputStream.java-2.0.31,0,0,22,0.25,49
org.apache.pdfbox.pdfparser.FDFParser,org/apache/pdfbox/pdfparser/FDFParser.java-2.0.31,5,2,15,0,61
org.apache.pdfbox.pdfparser.InputStreamSource,org/apache/pdfbox/pdfparser/InputStreamSource.java-2.0.31,0,0,17,0.563,75
org.apache.pdfbox.pdfparser.PDFObjectStreamParser,org/apache/pdfbox/pdfparser/PDFObjectStreamParser.java-2.0.31,8,1,11,0.833,89
org.apache.pdfbox.pdfparser.PDFParser,org/apache/pdfbox/pdfparser/PDFParser.java-2.0.31,8,2,19,0,150
org.apache.pdfbox.pdfparser.PDFStreamParser,org/apache/pdfbox/pdfparser/PDFStreamParser.java-2.0.31,8,1,43,1,150
org.apache.pdfbox.pdfparser.PDFXRef,org/apache/pdfbox/pdfparser/PDFXRef.java-2.0.31,1,1,1,0,756
org.apache.pdfbox.pdfparser.PDFXRefStream,org/apache/pdfbox/pdfparser/PDFXRefStream.java-2.0.31,10,0,29,0.84,48
org.apache.pdfbox.pdfparser.PDFXrefStreamParser,org/apache/pdfbox/pdfparser/PDFXrefStreamParser.java-2.0.31,9,1,23,0.667,52
org.apache.pdfbox.pdfparser.RandomAccessSource,org/apache/pdfbox/pdfparser/RandomAccessSource.java-2.0.31,1,0,13,0.5,65
org.apache.pdfbox.pdfparser.SequentialSource,org/apache/pdfbox/pdfparser/SequentialSource.java-2.0.31,0,1,11,0,145
org.apache.pdfbox.pdfparser.XrefTrailerResolver,org/apache/pdfbox/pdfparser/XrefTrailerResolver.java-2.0.31,4,0,27,0.571,197
org.apache.pdfbox.pdfwriter.COSStandardOutputStream,org/apache/pdfbox/pdfwriter/COSStandardOutputStream.java-2.0.31,0,0,9,0.914,770
org.apache.pdfbox.pdfwriter.COSWriter,org/apache/pdfbox/pdfwriter/COSWriter.java-2.0.31,24,0,106,0.987,4
org.apache.pdfbox.pdfwriter.COSWriterXRefEntry,org/apache/pdfbox/pdfwriter/COSWriterXRefEntry.java-2.0.31,2,0,14,0.9,10
org.apache.pdfbox.pdfwriter.ContentStreamWriter,org/apache/pdfbox/pdfwriter/ContentStreamWriter.java-2.0.31,8,0,17,0.5,10
org.apache.pdfbox.pdmodel.DefaultResourceCache,org/apache/pdfbox/pdmodel/DefaultResourceCache.java-2.0.31,8,0,21,0,13
org.apache.pdfbox.pdmodel.MissingResourceException,org/apache/pdfbox/pdmodel/MissingResourceException.java-2.0.31,0,0,0,0,13
org.apache.pdfbox.pdmodel.PDAbstractContentStream,org/apache/pdfbox/pdmodel/PDAbstractContentStream.java-2.0.31,23,0,174,0.783,14
org.apache.pdfbox.pdmodel.PDAppearanceContentStream,org/apache/pdfbox/pdmodel/PDAppearanceContentStream.java-2.0.31,8,1,34,0,15
org.apache.pdfbox.pdmodel.PDDestinationNameTreeNode,org/apache/pdfbox/pdmodel/PDDestinationNameTreeNode.java-2.0.31,5,1,5,0,18
org.apache.pdfbox.pdmodel.PDDocument,org/apache/pdfbox/pdmodel/PDDocument.java-2.0.31,36,0,99,0.911,18
org.apache.pdfbox.pdmodel.PDDocumentCatalog,org/apache/pdfbox/pdmodel/PDDocumentCatalog.java-2.0.31,31,0,66,0.759,19
org.apache.pdfbox.pdmodel.PDDocumentInformation,org/apache/pdfbox/pdmodel/PDDocumentInformation.java-2.0.31,1,0,3,0,19
org.apache.pdfbox.pdmodel.PDDocumentNameDestinationDictionary,org/apache/pdfbox/pdmodel/PDDocumentNameDestinationDictionary.java-2.0.31,1,0,2,0,25
org.apache.pdfbox.pdmodel.PDDocumentNameDictionary,org/apache/pdfbox/pdmodel/PDDocumentNameDictionary.java-2.0.31,7,0,14,0.313,27
org.apache.pdfbox.pdmodel.PDEmbeddedFilesNameTreeNode,org/apache/pdfbox/pdmodel/PDEmbeddedFilesNameTreeNode.java-2.0.31,3,1,4,0,29
org.apache.pdfbox.pdmodel.PDFormContentStream,org/apache/pdfbox/pdmodel/PDFormContentStream.java-2.0.31,1,1,1,0,34
org.apache.pdfbox.pdmodel.PDJavascriptNameTreeNode,org/apache/pdfbox/pdmodel/PDJavascriptNameTreeNode.java-2.0.31,4,1,5,0,35
org.apache.pdfbox.pdmodel.PDPage,org/apache/pdfbox/pdmodel/PDPage.java-2.0.31,17,0,60,0.781,41
org.apache.pdfbox.pdmodel.PDPageContentStream,org/apache/pdfbox/pdmodel/PDPageContentStream.java-2.0.31,29,0,256,0.807,47
org.apache.pdfbox.pdmodel.PDPageTree,org/apache/pdfbox/pdmodel/PDPageTree.java-2.0.31,9,0,52,0.619,49
org.apache.pdfbox.pdmodel.PDPatternContentStream,org/apache/pdfbox/pdmodel/PDPatternContentStream.java-2.0.31,1,1,1,0,50
org.apache.pdfbox.pdmodel.PDResources,org/apache/pdfbox/pdmodel/PDResources.java-2.0.31,16,0,102,0.429,52
org.apache.pdfbox.pdmodel.PDStructureElementNameTreeNode,org/apache/pdfbox/pdmodel/PDStructureElementNameTreeNode.java-2.0.31,3,1,4,0,61
org.apache.pdfbox.pdmodel.PageLayout,org/apache/pdfbox/pdmodel/PageLayout.java-2.0.31,0,0,0,0,66
org.apache.pdfbox.pdmodel.PageMode,org/apache/pdfbox/pdmodel/PageMode.java-2.0.31,0,0,0,0,89
org.apache.pdfbox.pdmodel.ResourceCache,org/apache/pdfbox/pdmodel/ResourceCache.java-2.0.31,8,1,14,0,772
org.apache.pdfbox.pdmodel.common.COSArrayList<E>,org/apache/pdfbox/pdmodel/common/COSArrayList<E>.java-2.0.31,6,0,29,0.417,40
"org.apache.pdfbox.pdmodel.common.COSDictionaryMap<K,V>","org/apache/pdfbox/pdmodel/common/COSDictionaryMap<K,V>.java-2.0.31",7,0,14,0,81
org.apache.pdfbox.pdmodel.common.COSObjectable,org/apache/pdfbox/pdmodel/common/COSObjectable.java-2.0.31,1,1,1,0,612
org.apache.pdfbox.pdmodel.common.PDDestinationOrAction,org/apache/pdfbox/pdmodel/common/PDDestinationOrAction.java-2.0.31,0,1,0,0,786
org.apache.pdfbox.pdmodel.common.PDDictionaryWrapper,org/apache/pdfbox/pdmodel/common/PDDictionaryWrapper.java-2.0.31,1,0,4,0,6
org.apache.pdfbox.pdmodel.common.PDMetadata,org/apache/pdfbox/pdmodel/common/PDMetadata.java-2.0.31,3,1,3,0,16
org.apache.pdfbox.pdmodel.common.PDNameTreeNode<T>,org/apache/pdfbox/pdmodel/common/PDNameTreeNode<T>.java-2.0.31,4,0,15,0.722,33
org.apache.pdfbox.pdmodel.common.PDNumberTreeNode,org/apache/pdfbox/pdmodel/common/PDNumberTreeNode.java-2.0.31,3,0,4,0,119
org.apache.pdfbox.pdmodel.common.PDObjectStream,org/apache/pdfbox/pdmodel/common/PDObjectStream.java-2.0.31,4,1,9,0,144
org.apache.pdfbox.pdmodel.common.PDPageLabelRange,org/apache/pdfbox/pdmodel/common/PDPageLabelRange.java-2.0.31,2,0,6,0.833,468
org.apache.pdfbox.pdmodel.common.PDPageLabels,org/apache/pdfbox/pdmodel/common/PDPageLabels.java-2.0.31,7,0,20,0,799
org.apache.pdfbox.pdmodel.common.PDRange,org/apache/pdfbox/pdmodel/common/PDRange.java-2.0.31,4,0,9,0.188,12
org.apache.pdfbox.pdmodel.common.PDRectangle,org/apache/pdfbox/pdmodel/common/PDRectangle.java-2.0.31,5,0,19,1,21
org.apache.pdfbox.pdmodel.common.PDStream,org/apache/pdfbox/pdmodel/common/PDStream.java-2.0.31,10,0,23,0.536,25
org.apache.pdfbox.pdmodel.common.PDTypedDictionaryWrapper,org/apache/pdfbox/pdmodel/common/PDTypedDictionaryWrapper.java-2.0.31,1,1,1,0,31
org.apache.pdfbox.pdmodel.common.filespecification.PDComplexFileSpecification,org/apache/pdfbox/pdmodel/common/filespecification/PDComplexFileSpecification.java-2.0.31,4,1,41,0.5,34
org.apache.pdfbox.pdmodel.common.filespecification.PDEmbeddedFile,org/apache/pdfbox/pdmodel/common/filespecification/PDEmbeddedFile.java-2.0.31,3,1,4,0,35
org.apache.pdfbox.pdmodel.common.filespecification.PDFileSpecification,org/apache/pdfbox/pdmodel/common/filespecification/PDFileSpecification.java-2.0.31,3,0,4,0,63
org.apache.pdfbox.pdmodel.common.filespecification.PDSimpleFileSpecification,org/apache/pdfbox/pdmodel/common/filespecification/PDSimpleFileSpecification.java-2.0.31,2,1,3,0,63
org.apache.pdfbox.pdmodel.common.function.PDFunction,org/apache/pdfbox/pdmodel/common/function/PDFunction.java-2.0.31,13,0,40,0.896,137
org.apache.pdfbox.pdmodel.common.function.PDFunctionType0,org/apache/pdfbox/pdmodel/common/function/PDFunctionType0.java-2.0.31,7,1,26,1,254
org.apache.pdfbox.pdmodel.common.function.PDFunctionType2,org/apache/pdfbox/pdmodel/common/function/PDFunctionType2.java-2.0.31,6,1,11,0.5,805
org.apache.pdfbox.pdmodel.common.function.PDFunctionType3,org/apache/pdfbox/pdmodel/common/function/PDFunctionType3.java-2.0.31,5,1,20,1,11
org.apache.pdfbox.pdmodel.common.function.PDFunctionType4,org/apache/pdfbox/pdmodel/common/function/PDFunctionType4.java-2.0.31,6,1,6,0.5,13
org.apache.pdfbox.pdmodel.common.function.PDFunctionTypeIdentity,org/apache/pdfbox/pdmodel/common/function/PDFunctionTypeIdentity.java-2.0.31,2,1,4,0,16
org.apache.pdfbox.pdmodel.common.function.type4.ArithmeticOperators,org/apache/pdfbox/pdmodel/common/function/type4/ArithmeticOperators.java-2.0.31,0,0,1,0,26
org.apache.pdfbox.pdmodel.common.function.type4.BitwiseOperators,org/apache/pdfbox/pdmodel/common/function/type4/BitwiseOperators.java-2.0.31,0,0,1,0,73
org.apache.pdfbox.pdmodel.common.function.type4.ConditionalOperators,org/apache/pdfbox/pdmodel/common/function/type4/ConditionalOperators.java-2.0.31,0,0,1,0,222
org.apache.pdfbox.pdmodel.common.function.type4.ExecutionContext,org/apache/pdfbox/pdmodel/common/function/type4/ExecutionContext.java-2.0.31,1,0,4,0,423
org.apache.pdfbox.pdmodel.common.function.type4.InstructionSequence,org/apache/pdfbox/pdmodel/common/function/type4/InstructionSequence.java-2.0.31,2,0,10,0,817
org.apache.pdfbox.pdmodel.common.function.type4.InstructionSequenceBuilder,org/apache/pdfbox/pdmodel/common/function/type4/InstructionSequenceBuilder.java-2.0.31,1,1,3,0,817
org.apache.pdfbox.pdmodel.common.function.type4.Operator,org/apache/pdfbox/pdmodel/common/function/type4/Operator.java-2.0.31,1,1,1,0,837
org.apache.pdfbox.pdmodel.common.function.type4.Operators,org/apache/pdfbox/pdmodel/common/function/type4/Operators.java-2.0.31,1,0,1,0,26
org.apache.pdfbox.pdmodel.common.function.type4.Parser,org/apache/pdfbox/pdmodel/common/function/type4/Parser.java-2.0.31,0,0,1,0,30
org.apache.pdfbox.pdmodel.common.function.type4.RelationalOperators,org/apache/pdfbox/pdmodel/common/function/type4/RelationalOperators.java-2.0.31,0,0,1,0,38
org.apache.pdfbox.pdmodel.common.function.type4.StackOperators,org/apache/pdfbox/pdmodel/common/function/type4/StackOperators.java-2.0.31,0,0,1,0,45
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDAttributeObject,org/apache/pdfbox/pdmodel/documentinterchange/logicalstructure/PDAttributeObject.java-2.0.31,11,1,24,0,53
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDDefaultAttributeObject,org/apache/pdfbox/pdmodel/documentinterchange/logicalstructure/PDDefaultAttributeObject.java-2.0.31,1,2,2,0,64
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDMarkInfo,org/apache/pdfbox/pdmodel/documentinterchange/logicalstructure/PDMarkInfo.java-2.0.31,1,0,9,0,137
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDMarkedContentReference,org/apache/pdfbox/pdmodel/documentinterchange/logicalstructure/PDMarkedContentReference.java-2.0.31,3,0,8,0,396
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDObjectReference,org/apache/pdfbox/pdmodel/documentinterchange/logicalstructure/PDObjectReference.java-2.0.31,5,0,12,0,884
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDParentTreeValue,org/apache/pdfbox/pdmodel/documentinterchange/logicalstructure/PDParentTreeValue.java-2.0.31,3,0,3,0,2
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureElement,org/apache/pdfbox/pdmodel/documentinterchange/logicalstructure/PDStructureElement.java-2.0.31,14,1,60,0,3
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureNode,org/apache/pdfbox/pdmodel/documentinterchange/logicalstructure/PDStructureNode.java-2.0.31,9,0,30,0,49
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDStructureTreeRoot,org/apache/pdfbox/pdmodel/documentinterchange/logicalstructure/PDStructureTreeRoot.java-2.0.31,8,1,16,0,156
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDUserAttributeObject,org/apache/pdfbox/pdmodel/documentinterchange/logicalstructure/PDUserAttributeObject.java-2.0.31,4,2,6,0,223
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.PDUserProperty,org/apache/pdfbox/pdmodel/documentinterchange/logicalstructure/PDUserProperty.java-2.0.31,4,1,8,0,451
org.apache.pdfbox.pdmodel.documentinterchange.logicalstructure.Revisions<T>,org/apache/pdfbox/pdmodel/documentinterchange/logicalstructure/Revisions<T>.java-2.0.31,0,0,7,0,908
org.apache.pdfbox.pdmodel.documentinterchange.markedcontent.PDMarkedContent,org/apache/pdfbox/pdmodel/documentinterchange/markedcontent/PDMarkedContent.java-2.0.31,5,0,10,0,3
org.apache.pdfbox.pdmodel.documentinterchange.markedcontent.PDPropertyList,org/apache/pdfbox/pdmodel/documentinterchange/markedcontent/PDPropertyList.java-2.0.31,5,0,6,0,8
org.apache.pdfbox.pdmodel.documentinterchange.prepress.PDBoxStyle,org/apache/pdfbox/pdmodel/documentinterchange/prepress/PDBoxStyle.java-2.0.31,7,0,13,0,25
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDArtifactMarkedContent,org/apache/pdfbox/pdmodel/documentinterchange/taggedpdf/PDArtifactMarkedContent.java-2.0.31,4,1,7,0,48
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDExportFormatAttributeObject,org/apache/pdfbox/pdmodel/documentinterchange/taggedpdf/PDExportFormatAttributeObject.java-2.0.31,2,4,5,0,122
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDFourColours,org/apache/pdfbox/pdmodel/documentinterchange/taggedpdf/PDFourColours.java-2.0.31,4,0,17,0,131
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDLayoutAttributeObject,org/apache/pdfbox/pdmodel/documentinterchange/taggedpdf/PDLayoutAttributeObject.java-2.0.31,6,3,62,0,171
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDListAttributeObject,org/apache/pdfbox/pdmodel/documentinterchange/taggedpdf/PDListAttributeObject.java-2.0.31,1,3,2,0,173
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDPrintFieldAttributeObject,org/apache/pdfbox/pdmodel/documentinterchange/taggedpdf/PDPrintFieldAttributeObject.java-2.0.31,1,3,2,0,176
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDStandardAttributeObject,org/apache/pdfbox/pdmodel/documentinterchange/taggedpdf/PDStandardAttributeObject.java-2.0.31,1,2,2,0,911
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.PDTableAttributeObject,org/apache/pdfbox/pdmodel/documentinterchange/taggedpdf/PDTableAttributeObject.java-2.0.31,1,3,6,0,4
org.apache.pdfbox.pdmodel.documentinterchange.taggedpdf.StandardStructureTypes,org/apache/pdfbox/pdmodel/documentinterchange/taggedpdf/StandardStructureTypes.java-2.0.31,1,0,1,0,8
org.apache.pdfbox.pdmodel.encryption.AccessPermission,org/apache/pdfbox/pdmodel/encryption/AccessPermission.java-2.0.31,0,0,44,0.909,15
org.apache.pdfbox.pdmodel.encryption.DecryptionMaterial,org/apache/pdfbox/pdmodel/encryption/DecryptionMaterial.java-2.0.31,0,0,0,0,34
org.apache.pdfbox.pdmodel.encryption.InvalidPasswordException,org/apache/pdfbox/pdmodel/encryption/InvalidPasswordException.java-2.0.31,0,0,0,0,34
org.apache.pdfbox.pdmodel.encryption.MessageDigests,org/apache/pdfbox/pdmodel/encryption/MessageDigests.java-2.0.31,0,0,1,0,55
org.apache.pdfbox.pdmodel.encryption.PDCryptFilterDictionary,org/apache/pdfbox/pdmodel/encryption/PDCryptFilterDictionary.java-2.0.31,4,0,11,0,99
org.apache.pdfbox.pdmodel.encryption.PDEncryption,org/apache/pdfbox/pdmodel/encryption/PDEncryption.java-2.0.31,9,0,53,0.908,161
org.apache.pdfbox.pdmodel.encryption.PDEncryptionDictionary,org/apache/pdfbox/pdmodel/encryption/PDEncryptionDictionary.java-2.0.31,1,1,2,0,236
org.apache.pdfbox.pdmodel.encryption.ProtectionPolicy,org/apache/pdfbox/pdmodel/encryption/ProtectionPolicy.java-2.0.31,0,0,7,0.889,251
org.apache.pdfbox.pdmodel.encryption.PublicKeyDecryptionMaterial,org/apache/pdfbox/pdmodel/encryption/PublicKeyDecryptionMaterial.java-2.0.31,0,1,0,0,933
org.apache.pdfbox.pdmodel.encryption.PublicKeyProtectionPolicy,org/apache/pdfbox/pdmodel/encryption/PublicKeyProtectionPolicy.java-2.0.31,1,1,4,0,7
org.apache.pdfbox.pdmodel.encryption.PublicKeyRecipient,org/apache/pdfbox/pdmodel/encryption/PublicKeyRecipient.java-2.0.31,1,0,2,0,41
org.apache.pdfbox.pdmodel.encryption.PublicKeySecurityHandler,org/apache/pdfbox/pdmodel/encryption/PublicKeySecurityHandler.java-2.0.31,21,1,41,0,48
org.apache.pdfbox.pdmodel.encryption.RC4Cipher,org/apache/pdfbox/pdmodel/encryption/RC4Cipher.java-2.0.31,0,0,9,0.667,77
org.apache.pdfbox.pdmodel.encryption.SaslPrep,org/apache/pdfbox/pdmodel/encryption/SaslPrep.java-2.0.31,0,0,13,0,110
org.apache.pdfbox.pdmodel.encryption.SecurityHandler,org/apache/pdfbox/pdmodel/encryption/SecurityHandler.java-2.0.31,14,0,54,0.94,119
org.apache.pdfbox.pdmodel.encryption.SecurityHandlerFactory,org/apache/pdfbox/pdmodel/encryption/SecurityHandlerFactory.java-2.0.31,4,0,3,0,142
org.apache.pdfbox.pdmodel.encryption.SecurityProvider,org/apache/pdfbox/pdmodel/encryption/SecurityProvider.java-2.0.31,0,0,1,0,389
org.apache.pdfbox.pdmodel.encryption.StandardDecryptionMaterial,org/apache/pdfbox/pdmodel/encryption/StandardDecryptionMaterial.java-2.0.31,0,1,0,0,1033
org.apache.pdfbox.pdmodel.encryption.StandardProtectionPolicy,org/apache/pdfbox/pdmodel/encryption/StandardProtectionPolicy.java-2.0.31,1,1,2,0,1
org.apache.pdfbox.pdmodel.encryption.StandardSecurityHandler,org/apache/pdfbox/pdmodel/encryption/StandardSecurityHandler.java-2.0.31,15,1,133,0.625,4
org.apache.pdfbox.pdmodel.fdf.FDFAnnotation,org/apache/pdfbox/pdmodel/fdf/FDFAnnotation.java-2.0.31,24,0,54,0.893,13
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCaret,org/apache/pdfbox/pdmodel/fdf/FDFAnnotationCaret.java-2.0.31,4,1,5,0,13
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationCircle,org/apache/pdfbox/pdmodel/fdf/FDFAnnotationCircle.java-2.0.31,4,1,5,0,36
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationFileAttachment,org/apache/pdfbox/pdmodel/fdf/FDFAnnotationFileAttachment.java-2.0.31,2,1,2,0,46
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationFreeText,org/apache/pdfbox/pdmodel/fdf/FDFAnnotationFreeText.java-2.0.31,5,1,9,0,73
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationHighlight,org/apache/pdfbox/pdmodel/fdf/FDFAnnotationHighlight.java-2.0.31,2,2,2,0,78
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationInk,org/apache/pdfbox/pdmodel/fdf/FDFAnnotationInk.java-2.0.31,3,1,2,0,154
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLine,org/apache/pdfbox/pdmodel/fdf/FDFAnnotationLine.java-2.0.31,4,1,21,0,186
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationLink,org/apache/pdfbox/pdmodel/fdf/FDFAnnotationLink.java-2.0.31,3,1,2,0,191
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationPolygon,org/apache/pdfbox/pdmodel/fdf/FDFAnnotationPolygon.java-2.0.31,4,1,5,0,233
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationPolyline,org/apache/pdfbox/pdmodel/fdf/FDFAnnotationPolyline.java-2.0.31,4,1,5,0,1174
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationSound,org/apache/pdfbox/pdmodel/fdf/FDFAnnotationSound.java-2.0.31,2,1,2,0,1
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationSquare,org/apache/pdfbox/pdmodel/fdf/FDFAnnotationSquare.java-2.0.31,4,1,5,0,2
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationSquiggly,org/apache/pdfbox/pdmodel/fdf/FDFAnnotationSquiggly.java-2.0.31,2,2,2,0,8
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationStamp,org/apache/pdfbox/pdmodel/fdf/FDFAnnotationStamp.java-2.0.31,3,1,2,0,18
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationStrikeOut,org/apache/pdfbox/pdmodel/fdf/FDFAnnotationStrikeOut.java-2.0.31,2,2,2,0,19
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationText,org/apache/pdfbox/pdmodel/fdf/FDFAnnotationText.java-2.0.31,2,1,2,0,26
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationTextMarkup,org/apache/pdfbox/pdmodel/fdf/FDFAnnotationTextMarkup.java-2.0.31,3,1,5,0,31
org.apache.pdfbox.pdmodel.fdf.FDFAnnotationUnderline,org/apache/pdfbox/pdmodel/fdf/FDFAnnotationUnderline.java-2.0.31,2,2,2,0,38
org.apache.pdfbox.pdmodel.fdf.FDFCatalog,org/apache/pdfbox/pdmodel/fdf/FDFCatalog.java-2.0.31,4,0,9,0,88
org.apache.pdfbox.pdmodel.fdf.FDFDictionary,org/apache/pdfbox/pdmodel/fdf/FDFDictionary.java-2.0.31,7,0,12,0.55,109
org.apache.pdfbox.pdmodel.fdf.FDFDocument,org/apache/pdfbox/pdmodel/fdf/FDFDocument.java-2.0.31,4,0,7,0,127
org.apache.pdfbox.pdmodel.fdf.FDFField,org/apache/pdfbox/pdmodel/fdf/FDFField.java-2.0.31,11,0,32,0,141
org.apache.pdfbox.pdmodel.fdf.FDFIconFit,org/apache/pdfbox/pdmodel/fdf/FDFIconFit.java-2.0.31,4,0,8,0,152
org.apache.pdfbox.pdmodel.fdf.FDFJavaScript,org/apache/pdfbox/pdmodel/fdf/FDFJavaScript.java-2.0.31,1,0,3,0,157
